epoch,accuracy,loss,val_accuracy,val_loss
60,0.893421769142151,0.00357278296723962,0.88435971736908,0.00213218759745359
61,0.89174896478653,0.00358923920430243,0.88604348897934,0.00211037136614323
62,0.891979515552521,0.00357804936356843,0.883612990379334,0.00211639236658812
63,0.890438497066498,0.00358696607872844,0.887126982212067,0.0021357205696404
64,0.89055198431015,0.00358703965321183,0.882017016410828,0.00210379459895194
65,0.892587184906006,0.00358416535891593,0.887756586074829,0.00209458544850349
66,0.892759203910828,0.00357596110552549,0.881855964660645,0.00210977485403419
67,0.890401899814606,0.00357077410444617,0.881870627403259,0.00216465233825147
68,0.891631782054901,0.00358254555612803,0.883349418640137,0.00211791903711855
69,0.891532957553864,0.00357055827043951,0.885809242725372,0.00212012720294297
70,0.888652205467224,0.00360373966395855,0.88263201713562,0.00212643155828118
71,0.889783263206482,0.00358867109753191,0.878883719444275,0.00214444217272103
72,0.891144931316376,0.00357755040749908,0.88178277015686,0.00214295322075486
73,0.890771567821503,0.00358759146183729,0.884857535362244,0.00211338186636567
74,0.892254054546356,0.00357033382169902,0.883437275886536,0.00211987784132361
75,0.891734302043915,0.00357788498513401,0.885779976844788,0.00216251565143466
76,0.892755568027496,0.00356607511639595,0.884989321231842,0.00212443270720541
77,0.891836762428284,0.00356388674117625,0.880391836166382,0.002143660094589
78,0.891276717185974,0.00356545625254512,0.882485568523407,0.00216173403896391
79,0.88991504907608,0.00358427595347166,0.882353782653809,0.00213337759487331
80,0.891229152679443,0.00356449466198683,0.885018587112427,0.0021388188470155
81,0.891243815422058,0.00356729957275093,0.880845725536346,0.00216281809844077
82,0.891133964061737,0.0035592254716903,0.886687755584717,0.00213871733285487
83,0.890357971191406,0.00357031100429595,0.882017016410828,0.0021429758053273
84,0.891434133052826,0.00356712541542947,0.881709575653076,0.00213828240521252
85,0.892283380031586,0.00357265747152269,0.88226592540741,0.00213663326576352
86,0.891880691051483,0.00355681893415749,0.8838911652565,0.00214196392334998
87,0.888879120349884,0.00357654644176364,0.878136992454529,0.00218239915557206
88,0.890562951564789,0.00355996028520167,0.881299614906311,0.00214700121432543
89,0.890046834945679,0.00357625097967684,0.88351047039032,0.00217036064714193
90,0.890043139457703,0.00357157993130386,0.880728542804718,0.00217106798663735
91,0.890969276428223,0.00356440548785031,0.880186855792999,0.00215611816383898
92,0.888461828231812,0.00357237108983099,0.879381537437439,0.00218367902562022
93,0.889753997325897,0.00356456008739769,0.877419531345367,0.00218556332401931
94,0.889849126338959,0.00355675141327083,0.877814888954163,0.00219310377724469
95,0.892250418663025,0.00353853870183229,0.878371238708496,0.00216026068665087
96,0.889530718326569,0.00354994065128267,0.878605544567108,0.00215056445449591
97,0.889636874198914,0.00357856997288764,0.881299614906311,0.00213399110361934
98,0.891229152679443,0.00356587674468756,0.880377173423767,0.00214502238668501
99,0.891331613063812,0.00355355511419475,0.877639174461365,0.00217661261558533
